"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","Notes (See Endnotes Tab)"
"3425.0","Utah","UT","03","H4UT03138","","Curtis Darrell","James","James, Curtis Darrell","","PCH","*","","","","2390.0","0.008756888263571344","","",""
"3426.0","Utah","UT","03","","","","","","District Votes:","","47335.0","","","","272928.0","","","",""
"3427.0","Utah","UT","H","","","","","","House Votes:","","100432.0","","","","908857.0","","","",""
"3428.0","Utah","UT","S","S2UT00104","(I)","Robert F.","Bennett","Bennett, Robert F.","","R","*","","","","626640.0","0.6873117581378616","","",""
"3429.0","Utah","UT","S","S4UT00134","","R. Paul","Van Dam","Van Dam, R. Paul","","D","*","","","","258955.0","0.284027218703865","","",""
"3430.0","Utah","UT","S","S4UT00100","","Gary R.","Van Horn","Van Horn, Gary R.","","CON","*","","","","17289.0","0.018962934039393413","","",""
"3431.0","Utah","UT","S","S4UT00167","","Joe","Labonte","Labonte, Joe","","PCH","*","","","","8824.0","0.009678346345283561","","",""
"3432.0","Utah","UT","S","S4UT00104","","Cody Robert","Judy","Judy, Cody Robert","","D/W","n/a","","","","16.0","1.7549132085736284e-05","","",""
"3433.0","Utah","UT","S","","","Nola","Tuaone","Tuaone, Nola","","W","","","","","2.0","2.1936415107170355e-06","","",""
"3434.0","Utah","UT","S","","","","","","Senate Votes:","","n/a","","","","911726.0","","","",""
"3435.0","Utah","UT","","","","","","","Total State Votes:","","100432.0","","","","1820583.0","","","","17.0"
"3436.0","Vermont","VT","00","H8VT01016","(I)","Bernie","Sanders","Sanders, Bernie","","I","","","","","205774.0","0.6746511566909721","","",""
"3437.0","Vermont","VT","00","H2VT00086","","Greg","Parke","Parke, Greg","","R","12660.0","0.9802555168408827","","","74271.0","0.24350508839112417","","",""
"3438.0","Vermont","VT","00","","","","Scattered","Scattered","","W(R)","255.0","0.019744483159117306","","","","","","",""
"3439.0","Vermont","VT","00","","","","","","Party Votes:","R","12915.0","","","","","","","",""
"3440.0","Vermont","VT","00","H4VT00082","","Larry","Drown","Drown, Larry","","D","14870.0","0.8613798296935643","","","21684.0","0.07109321722708913","","",""
"3441.0","Vermont","VT","00","H8VT01016","","Bernie","Sanders","Sanders, Bernie","","W(D)","1878.0","0.10878758037421074","","","","","","",""
"3442.0","Vermont","VT","00","","","","Scattered","Scattered","","W(D)","515.0","0.02983258993222499","","","","","","",""
"3443.0","Vermont","VT","00","","","","","","Party Votes:","D","17263.0","","","","","","","",""
"3444.0","Vermont","VT","00","H2VT00094","","Jane","Newton","Newton, Jane","","LU","","","","","3018.0","0.009894822430887058","","",""
"3445.0","Vermont","VT","00","H8VT01016","","Bernie","Sanders","Sanders, Bernie","","W(PRO)","315.0","0.47226386806596704","","","","","","",""
"3446.0","Vermont","VT","00","H2VT00094","","Jane","Newton","Newton, Jane","","PRO","238.0","0.3568215892053973","","","","","","",""
"3447.0","Vermont","VT","00","","","","Scattered","Scattered","","W(PRO)","114.0","0.17091454272863568","","","","","","",""
"3448.0","Vermont","VT","00","","","","","","Party Votes:","PRO","667.0","","","","","","","",""
"3449.0","Vermont","VT","00","","","","Scattered","Scattered","","W","","","","","261.0","0.0008557152599276085","","",""
"3450.0","Vermont","VT","00","","","","","","District Votes:","","30845.0","","","","305008.0","","","",""
"3451.0","Vermont","VT","H","","","","","","House Votes:","","30845.0","","","","305008.0","","","",""
"3452.0","Vermont","VT","S","S4VT00017","(I)","Patrick","Leahy","Leahy, Patrick","","D","27459.0","0.943186892453543","","","216972.0","0.7062706700346345","","",""
"3453.0","Vermont","VT","S","S4VT00108","","Craig","Hill","Hill, Craig","","D","1573.0","0.05403084532682994","","","","","","",""
"3454.0","Vermont","VT","S","","","","Scattered","Scattered","","W(D)","81.0","0.002782262219626971","","","","","","",""
"3455.0","Vermont","VT","S","","","","","","Party Votes:","D","29113.0","","","","","","","",""
"3456.0","Vermont","VT","S","S8VT00059","","Jack","McMullen","McMullen, Jack","","R","9591.0","0.6768525052928722","","","75398.0","0.24542980651545532","","",""
"3457.0","Vermont","VT","S","S4VT00124","","Peter D.","Moss","Moss, Peter D.","","R","2058.0","0.1452364149611856","","","","","","",""
"3458.0","Vermont","VT","S","S4VT00116","","Ben","Mitchell","Mitchell, Ben","","R","1715.0","0.12103034580098801","","","","","","",""
"3459.0","Vermont","VT","S","","","","Scattered","Scattered","","W(R)","806.0","0.05688073394495413","","","","","","",""
"3460.0","Vermont","VT","S","","","","","","Party Votes:","R","14170.0","","","","","","","",""
"3461.0","Vermont","VT","S","S4VT00132","","Cris","Ericson","Ericson, Cris","","M","","","","","6486.0","0.021112731439285434","","",""
"3462.0","Vermont","VT","S","S4VT00108","","Craig","Hill","Hill, Craig","","VGR","","","","","3999.0","0.013017239134397542","","",""
"3463.0","Vermont","VT","S","S4VT00140","","Keith","Stern","Stern, Keith","","I","","","","","3300.0","0.010741907762818676","","",""
"3464.0","Vermont","VT","S","S4VT00116","","Ben","Mitchell","Mitchell, Ben","","LU","","","","","879.0","0.0028612536131871567","","",""
"3465.0","Vermont","VT","S","","","","Scattered","Scattered","","W","","","","","174.0","0.0005663915002213484","","",""
"3466.0","Vermont","VT","S","","","","Scattered","Scattered","","W(PRO)","242.0","1.0","","","","","","",""
"3467.0","Vermont","VT","S","","","","","","Party Votes:","PRO","242.0","","","","","","","",""
"3468.0","Vermont","VT","S","","","","","","Senate Votes:","","43525.0","","","","307208.0","","","",""
"3469.0","Vermont","VT","","","","","","","Total State Votes:","","74370.0","","","","612216.0","","","",""
"3470.0","Virgin Islands","VI","00","H4VI00054","(I)","Donna M.","Christensen","Christensen, Donna M.","","D","4811.0","0.7709935897435898","","","17879.0","0.6638817719356875","","",""
"3471.0","Virgin Islands","VI","00","H4VI00104","","Basil O.","Ottley","Ottley, Basil O.","","D","1429.0","0.22900641025641025","","","","","","",""
"3472.0","Virgin Islands","VI","00","","","","","","Party Votes:","D","6240.0","","","","","","","",""
"3473.0","Virgin Islands","VI","00","H4VI00120","","Warren","Mosler","Mosler, Warren","","I","","","","","7522.0","0.27930637555233745","","",""
"3474.0","Virgin Islands","VI","00","H4VI00112","","Krim M.","Ballentine","Ballentine, Krim M.","","R","Unopposed","","","","1512.0","0.056143477776540045","","",""
"3475.0","Virgin Islands","VI","00","H4VI00104","","Basil, Jr.","Ottley","Ottley, Basil, Jr.","","W","","","","","9.0","0.0003341873677175003","","",""
"3476.0","Virgin Islands","VI","00","","","Cleone","Creque","Creque, Cleone","","W","","","","","1.0","3.713192974638892e-05","","",""
"3477.0","Virgin Islands","VI","00","","","Ron","DeLugo","DeLugo, Ron","","W","","","","","1.0","3.713192974638892e-05","","",""
"3478.0","Virgin Islands","VI","00","","","Rena","Francis","Francis, Rena","","W","","","","","1.0","3.713192974638892e-05","","",""
"3479.0","Virgin Islands","VI","00","","","Mario, Sr.","Golden","Golden, Mario, Sr.","","W","","","","","1.0","3.713192974638892e-05","","",""
"3480.0","Virgin Islands","VI","00","","","Richard","Gomez","Gomez, Richard","","W","","","","","1.0","3.713192974638892e-05","","",""
"3481.0","Virgin Islands","VI","00","","","Mary","Moorehead","Moorehead, Mary","","W","","","","","1.0","3.713192974638892e-05","","",""
"3482.0","Virgin Islands","VI","00","","","Eileen","Petersen","Petersen, Eileen","","W","","","","","1.0","3.713192974638892e-05","","",""
"3483.0","Virgin Islands","VI","00","","","Vargrave","Richards","Richards, Vargrave","","W","","","","","1.0","3.713192974638892e-05","","",""
"3484.0","Virgin Islands","VI","00","","","Gilbert","Sprauve","Sprauve, Gilbert","","W","","","","","1.0","3.713192974638892e-05","","",""
"3485.0","Virgin Islands","VI","00","","","","","","District Votes:","","6240.0","","","","26931.0","","","",""
"3486.0","Virgin Islands","VI","H","","","","","","House Votes:","","6240.0","","","","26931.0","","","",""
"3487.0","Virgin Islands","VI","","","","","","","Total Votes:","","6240.0","","","","26931.0","","","","22.0"
"3488.0","Virginia","VA","01","H0VA01047","(I)","Jo Ann S.","Davis","Davis, Jo Ann S.","","R","Unopposed","","","","225071.0","0.7854949150886108","","",""
"3489.0","Virginia","VA","01","H4VA01054","","William A.","Lee","Lee, William A.","","I","","","","","57434.0","0.20044392637522945","","",""
"3490.0","Virginia","VA","01","","","","Scattered","Scattered","","W","","","","","4029.0","0.014061158536159758","","",""
"3491.0","Virginia","VA","01","","","","","","District Votes:","","n/a","","","","286534.0","","","",""
"3492.0","Virginia","VA","02","H4VA02037","","Thelma D.","Drake","Drake, Thelma D.","","R","","","","","132946.0","0.5507747120722513","","","20.0"
"3493.0","Virginia","VA","02","H0VA02035","(I)","Edward L. ""Ed""","Schrock","Schrock, Edward L. ""Ed""","","R","Unopposed","","","","","","","",""
"3494.0","Virginia","VA","02","H4VA02029","","David B.","Ashe","Ashe, David B.","","D","Unopposed","","","","108180.0","0.4481730052199851","","",""
"3495.0","Virginia","VA","02","","","","Scattered","Scattered","","W","","","","","254.0","0.0010522827077636921","","",""
"3496.0","Virginia","VA","02","","","","","","District Votes:","","n/a","","","","241380.0","","","",""
"3497.0","Virginia","VA","03","H6VA01117","(I)","Robert C. ""Bobby""","Scott","Scott, Robert C. ""Bobby""","","D","Unopposed","","","","159373.0","0.6932516138012632","","",""
"3498.0","Virginia","VA","03","H4VA03035","","Winsome E.","Sears","Sears, Winsome E.","","R","*","","","","70194.0","0.30533467889269744","","",""
"3499.0","Virginia","VA","03","","","","Scattered","Scattered","","W","","","","","325.0","0.0014137073060393576","","",""
"3500.0","Virginia","VA","03","","","","","","District Votes:","","n/a","","","","229892.0","","","",""
"3501.0","Virginia","VA","04","H2VA04052","(I)","J. Randy","Forbes","Forbes, J. Randy","","R","Unopposed","","","","182444.0","0.644616944673123","","",""
"3502.0","Virginia","VA","04","H4VA04025","","Jonathan R.","Menefee","Menefee, Jonathan R.","","D","*","","","","100413.0","0.35478240591886995","","",""
"3503.0","Virginia","VA","04","","","","Scattered","Scattered","","W","","","","","170.0","0.0006006494080070099","","",""
"3504.0","Virginia","VA","04","","","","","","District Votes:","","n/a","","","","283027.0","","","",""
"3505.0","Virginia","VA","05","H6VA05068","(I)","Virgil H., Jr.","Goode","Goode, Virgil H., Jr.","","R","Unopposed","","","","172431.0","0.6368454487032701","","",""
"3506.0","Virginia","VA","05","H4VA05022","","Al C., II","Weed","Weed, Al C., II","","D","*","","","","98237.0","0.3628221511460418","","",""
"3507.0","Virginia","VA","05","","","","Scattered","Scattered","","W","","","","","90.0","0.0003324001506880683","","",""
"3508.0","Virginia","VA","05","","","","","","District Votes:","","n/a","","","","270758.0","","","",""
"3509.0","Virginia","VA","06","H2VA06115","(I)","R. W. ""Bob""","Goodlatte","Goodlatte, R. W. ""Bob""","","R","Unopposed","","","","206560.0","0.9668239346963229","","",""
"3510.0","Virginia","VA","06","","","","Scattered","Scattered","","W","","","","","7088.0","0.033176065303677074","","",""
"3511.0","Virginia","VA","06","","","","","","District Votes:","","n/a","","","","213648.0","","","",""
"3512.0","Virginia","VA","07","H0VA07042","(I)","Eric I.","Cantor","Cantor, Eric I.","","R","Unopposed","","","","230765.0","0.7549777856296906","","",""
"3513.0","Virginia","VA","07","H4VA07119","","W. Brad","Blanton","Blanton, W. Brad","","I","","","","","74325.0","0.243163928312035","","",""
"3514.0","Virginia","VA","07","","","","Scattered","Scattered","","W","","","","","568.0","0.0018582860582742804","","",""
"3515.0","Virginia","VA","07","","","","","","District Votes:","","n/a","","","","305658.0","","","",""
"3516.0","Virginia","VA","08","H0VA08040","(I)","James P., Jr.","Moran","Moran, James P., Jr.","","D","24121.0","0.5856317373992425","","","171986.0","0.5973416134398911","","",""
"3517.0","Virginia","VA","08","H4VA08091","","Andrew M.","Rosenberg","Rosenberg, Andrew M.","","D","17067.0","0.4143682626007575","","","","","","",""
"3518.0","Virginia","VA","08","","","","","","Party Votes:","D","41188.0","","","","","","","",""
"3519.0","Virginia","VA","08","H4VA08133","","Lisa Marie","Cheney","Cheney, Lisa Marie","","R","*","","","","106231.0","0.36896140928525034","","",""
"3520.0","Virginia","VA","08","H4VA08166","","Jane","Eshagpoor","Eshagpoor, Jane","","R","","","","","","","","",""
"3521.0","Virginia","VA","08","H4VA08158","","Matthew Allen","Mueda","Mueda, Matthew Allen","","R","","","","","","","","",""
"3522.0","Virginia","VA","08","H4VA08117","","Michael Anthony","Riccardi","Riccardi, Michael Anthony","","R","","","","","","","","",""
"3523.0","Virginia","VA","08","H4VA08174","","James T.","Hurysz","Hurysz, James T.","","I","","","","","9004.0","0.03127268433135708","","",""
"3524.0","Virginia","VA","08","","","","Scattered","Scattered","","W","","","","","698.0","0.0024242929435014707","","",""
"3525.0","Virginia","VA","08","","","","","","District Votes:","","41188.0","","","","287919.0","","","",""
"3526.0","Virginia","VA","09","H2VA09010","(I)","Rick C.","Boucher","Boucher, Rick C.","","D","*","","","","150039.0","0.5931637852988966","","",""
"3527.0","Virginia","VA","09","H4VA09032","","Kevin R.","Triplett","Triplett, Kevin R.","","R","*","","","","98499.0","0.38940568577607165","","",""
"3528.0","Virginia","VA","09","H4VA09040","","Seth A.","Davis","Davis, Seth A.","","I","","","","","4341.0","0.017161697905094742","","",""
"3529.0","Virginia","VA","09","","","","Scattered","Scattered","","W","","","","","68.0","0.00026883101993698287","","",""
"3530.0","Virginia","VA","09","","","","","","District Votes:","","n/a","","","","252947.0","","","",""
"3531.0","Virginia","VA","10","H6VA10050","(I)","Frank R.","Wolf","Wolf, Frank R.","","R","Unopposed","","","","205982.0","0.6376934531641337","","",""
"3532.0","Virginia","VA","10","H4VA10048","","James R.","Socas","Socas, James R.","","D","*","","","","116654.0","0.3611455956608289","","",""
"3533.0","Virginia","VA","10","","","","Scattered","Scattered","","W","","","","","375.0","0.0011609511750373827","","",""
"3534.0","Virginia","VA","10","","","","","","District Votes:","","n/a","","","","323011.0","","","",""
"3535.0","Virginia","VA","11","H4VA11020","(I)","Thomas M., III","Davis","Davis, Thomas M., III","","R","Unopposed","","","","186299.0","0.602455106667141","","",""
"3536.0","Virginia","VA","11","H4VA00023","","Ken","Longmyer","Longmyer, Ken","","D","*","","","","118305.0","0.3825755983352359","","","21.0"
"3537.0","Virginia","VA","11","H4VA11053","","Joseph P.","Oddo","Oddo, Joseph P.","","I","","","","","4338.0","0.014028257010086245","","",""
"3538.0","Virginia","VA","11","","","","Scattered","Scattered","","W","","","","","291.0","0.0009410379875369058","","",""
"3539.0","Virginia","VA","11","","","","","","District Votes:","","n/a","","","","309233.0","","","",""
"3540.0","Virginia","VA","H","","","","","","House Votes:","","41188.0","","","","3004007.0","","","",""
"3541.0","Virginia","VA","","","","","","","Total State Votes:","","41188.0","","","","3004007.0","","","","19.0"
"3542.0","Washington","WA","01","H2WA04090","(I)","Jay","Inslee","Inslee, Jay","","D","89168.0","1.0","","","204121.0","0.6227587111654854","","",""
"3543.0","Washington","WA","01","","","","","","Party Votes:","D","89168.0","","","","","","","",""
"3544.0","Washington","WA","01","H4WA01217","","Randy","Eastwood","Eastwood, Randy","","R","50050.0","1.0","","","117850.0","0.35955200156207573","","",""
"3545.0","Washington","WA","01","","","","","","Party Votes:","R","50050.0","","","","","","","",""
"3546.0","Washington","WA","01","H4WA01225","","Charles","Moore","Moore, Charles","","LBT","1803.0","1.0","","","5798.0","0.017689287272438823","","",""
"3547.0","Washington","WA","01","","","","","","Party Votes:","LBT","1803.0","","","","","","","",""
"3548.0","Washington","WA","01","","","","","","District Votes:","","141021.0","","","","327769.0","","","",""
"3549.0","Washington","WA","02","H0WA02080","(I)","Rick","Larsen","Larsen, Rick","","D","77962.0","1.0","","","202383.0","0.6390732659260709","","",""
"3550.0","Washington","WA","02","","","","","","Party Votes:","D","77962.0","","","","","","","",""
"3551.0","Washington","WA","02","H4WA02124","","Suzanne","Sinclair","Sinclair, Suzanne","","R","21519.0","0.40902870176772477","","","106333.0","0.33577216261107357","","",""
"3552.0","Washington","WA","02","H4WA02140","","Larry","Klepinger","Klepinger, Larry","","R","19568.0","0.37194449724386996","","","","","","",""
"3553.0","Washington","WA","02","H4WA02132","","Glenn E., III","Coggeshell","Coggeshell, Glenn E., III","","R","11523.0","0.21902680098840524","","","","","","",""
"3554.0","Washington","WA","02","","","","","","Party Votes:","R","52610.0","","","","","","","",""
"3555.0","Washington","WA","02","H2WA02151","","Bruce","Guthrie","Guthrie, Bruce","","LBT","2078.0","1.0","","","7966.0","0.025154571462855484","","",""
"3556.0","Washington","WA","02","","","","","","Party Votes:","LBT","2078.0","","","","","","","",""
"3557.0","Washington","WA","02","","","","","","District Votes:","","132650.0","","","","316682.0","","","",""
"3558.0","Washington","WA","03","H6WA03135","(I)","Brian","Baird","Baird, Brian","","D","61110.0","0.8531579829117105","","","193626.0","0.6192999907245412","","",""
"3559.0","Washington","WA","03","H4WA03098","","Cheryl A.","Crist","Crist, Cheryl A.","","D","10518.0","0.1468420170882895","","","","","","",""
"3560.0","Washington","WA","03","","","","","","Party Votes:","D","71628.0","","","","","","","",""
"3561.0","Washington","WA","03","H4WA03080","","Thomas A.","Crowson","Crowson, Thomas A.","","R","30877.0","0.6764448144415721","","","119027.0","0.3807000092754587","","",""
"3562.0","Washington","WA","03","H4WA03072","","Dawn","Courtney","Courtney, Dawn","","R","14769.0","0.3235551855584279","","","","","","",""
"3563.0","Washington","WA","03","","","","","","Party Votes:","R","45646.0","","","","","","","",""
"3564.0","Washington","WA","03","","","","","","District Votes:","","117274.0","","","","312653.0","","","",""
"3565.0","Washington","WA","04","H2WA04041","(I)","Doc","Hastings","Hastings, Doc","","R","65213.0","1.0","","","154627.0","0.6257339759543205","","",""
"3566.0","Washington","WA","04","","","","","","Party Votes:","R","65213.0","","","","","","","",""
"3567.0","Washington","WA","04","H4WA04054","","Sandy","Matheson","Matheson, Sandy","","D","22933.0","0.6275792239067375","","","92486.0","0.3742660240456795","","",""
"3568.0","Washington","WA","04","H2WA04116","","Craig","Mason","Mason, Craig","","D","7418.0","0.20299928848995677","","","","","","",""
"3569.0","Washington","WA","04","H4WA04062","","Richard K.","Wright","Wright, Richard K.","","D","6191.0","0.16942148760330578","","","","","","",""
"3570.0","Washington","WA","04","","","","","","Party Votes:","D","36542.0","","","","","","","",""
"3571.0","Washington","WA","04","","","","","","District Votes:","","101755.0","","","","247113.0","","","",""
"3572.0","Washington","WA","05","H4WA05077","","Cathy","McMorris","McMorris, Cathy","","R","42948.0","0.4969740450595355","","","179600.0","0.5968105857449997","","",""
"3573.0","Washington","WA","05","H4WA05051","","Larry","Sheahan","Sheahan, Larry","","R","23593.0","0.27300709334752776","","","","","","",""
"3574.0","Washington","WA","05","H4WA05085","","Shaun","Cross","Cross, Shaun","","R","19878.0","0.23001886159293675","","","","","","",""
"3575.0","Washington","WA","05","","","","","","Party Votes:","R","86419.0","","","","","","","",""
"3576.0","Washington","WA","05","H4WA05093","","Don","Barbieri","Barbieri, Don","","D","56199.0","1.0","","","121333.0","0.40318941425500027","","",""
"3577.0","Washington","WA","05","","","","","","Party Votes:","D","56199.0","","","","","","","",""
"3578.0","Washington","WA","05","","","","","","District Votes:","","142618.0","","","","300933.0","","","",""
"3579.0","Washington","WA","06","H6WA06021","(I)","Norm","Dicks","Dicks, Norm","","D","82331.0","1.0","","","202919.0","0.6898557523959109","","",""
"3580.0","Washington","WA","06","","","","","","Party Votes:","D","82331.0","","","","","","","",""
"3581.0","Washington","WA","06","H4WA06067","","Doug","Cloud","Cloud, Doug","","R","43653.0","1.0","","","91228.0","0.3101442476040891","","",""
"3582.0","Washington","WA","06","","","","","","Party Votes:","R","43653.0","","","","","","","",""
"3583.0","Washington","WA","06","","","","","","District Votes:","","125984.0","","","","294147.0","","","",""
"3584.0","Washington","WA","07","H8WA07132","(I)","Jim","McDermott","McDermott, Jim","","D","124779.0","1.0","","","272302.0","0.8067538100542769","","",""
"3585.0","Washington","WA","07","","","","","","Party Votes:","D","124779.0","","","","","","","",""
"3586.0","Washington","WA","07","H2WA07077","","Carol","Cassady","Cassady, Carol","","R","19962.0","1.0","","","65226.0","0.193246189945723","","",""
"3587.0","Washington","WA","07","","","","","","Party Votes:","R","19962.0","","","","","","","",""
"3588.0","Washington","WA","07","","","","","","District Votes:","","144741.0","","","","337528.0","","","",""
"3589.0","Washington","WA","08","H4WA08071","","Dave","Reichert","Reichert, Dave","","R","31088.0","0.4304922799972305","","","173298.0","0.5150030163536891","","",""
"3590.0","Washington","WA","08","H4WA08063","","Diane","Tebelius","Tebelius, Diane","","R","16468.0","0.22804126566502805","","","","","","",""
"3591.0","Washington","WA","08","H4WA08089","","Luke","Esser","Esser, Luke","","R","16309.0","0.22583950702762584","","","","","","",""
"3592.0","Washington","WA","08","H4WA08097","","Conrad","Lee","Lee, Conrad","","R","8350.0","0.11562694731011562","","","","","","",""
"3593.0","Washington","WA","08","","","","","","Party Votes:","R","72215.0","","","","","","","",""
"3594.0","Washington","WA","08","H4WA08105","","Dave","Ross","Ross, Dave","","D","39347.0","0.48431845597104944","","","157148.0","0.4670088172624584","","",""
"3595.0","Washington","WA","08","H4WA08055","","Alex","Alben","Alben, Alex","","D","24903.0","0.30652864282021614","","","","","","",""
"3596.0","Washington","WA","08","H8WA08049","","Heidi","Behrens-Benedict","Behrens-Benedict, Heidi","","D","16992.0","0.2091529012087344","","","","","","",""
"3597.0","Washington","WA","08","","","","","","Party Votes:","D","81242.0","","","","","","","",""
"3598.0","Washington","WA","08","H4WA08113","","Spencer","Garrett","Garrett, Spencer","","LBT","1658.0","1.0","","","6053.0","0.017988166383852554","","",""
"3599.0","Washington","WA","08","","","","","","Party Votes:","LBT","1658.0","","","","","","","",""
"3600.0","Washington","WA","08","","","","","","District Votes:","","155115.0","","","","336499.0","","","",""
"3601.0","Washington","WA","09","H6WA09025","(I)","Adam","Smith","Smith, Adam","","D","65185.0","1.0","","","162433.0","0.632845159757043","","",""
"3602.0","Washington","WA","09","","","","","","Party Votes:","D","65185.0","","","","","","","",""
"3603.0","Washington","WA","09","H4WA09038","","Paul J.","Lord","Lord, Paul J.","","R","20829.0","0.5339126422639188","","","88304.0","0.34403575004577847","","",""
"3604.0","Washington","WA","09","H4WA09020","","C. Mark","Greene","Greene, C. Mark","","R","18183.0","0.46608735773608123","","","","","","",""
"3605.0","Washington","WA","09","","","","","","Party Votes:","R","39012.0","","","","","","","",""
"3606.0","Washington","WA","09","H4WA09046","","Robert F.","Losey","Losey, Robert F.","","GRN","","","","","5934.0","0.02311909019717849","","",""
"3607.0","Washington","WA","09","","","","","","District Votes:","","104197.0","","","","256671.0","","","",""
"3608.0","Washington","WA","H","","","","","","House Votes:","","1165355.0","","","","2729995.0","","","",""
"3609.0","Washington","WA","S","S2WA00189","(I)","Patty","Murray","Murray, Patty","","D","709497.0","0.9220066171635604","","","1549708.0","0.5498048534564939","","",""
"3610.0","Washington","WA","S","S6WA00115","","Warren E.","Hanson","Hanson, Warren E.","","D","46490.0","0.060414755287103286","","","","","","",""
"3611.0","Washington","WA","S","S4WA00474","","Mohammad H.","Said","Said, Mohammad H.","","D","13527.0","0.017578627549336333","","","5548646.0","","","",""
"3612.0","Washington","WA","S","","","","","","Party Votes:","D","769514.0","","","","","","","",""
"3613.0","Washington","WA","S","S4WA00458","","George R., Jr.","Nethercutt","Nethercutt, George R., Jr.","","R","432748.0","0.8288698969917294","","","1204584.0","0.42736188339741243","","",""
"3614.0","Washington","WA","S","S4WA00433","","Reed","Davis","Davis, Reed","","R","36147.0","0.06923465889284305","","","","","","",""
"3615.0","Washington","WA","S","S4WA00482","","Brad","Klippert","Klippert, Brad","","R","29870.0","0.057211919692622404","","","","","","",""
"3616.0","Washington","WA","S","S8WA00129","","Chuck","Jackson","Jackson, Chuck","","R","10033.0","0.01921684600857317","","","","","","",""
"3617.0","Washington","WA","S","S4WA00490","","Gordon Allen","Pross","Pross, Gordon Allen","","R","8315.0","0.015926250828394887","","","","","","",""
"3618.0","Washington","WA","S","S4WA00466","","William Edward","Chovil","Chovil, William Edward","","R","4981.0","0.009540427585837034","","","","","","",""
"3619.0","Washington","WA","S","","","","","","Party Votes:","R","522094.0","","","","","","","",""
"3620.0","Washington","WA","S","S4WA00516","","J.","Mills","Mills, J.","","LBT","12945.0","1.0","","","34055.0","0.012082020796473206","","",""
"3621.0","Washington","WA","S","","","","","","Party Votes:","LBT","12945.0","","","","","","","",""
"3622.0","Washington","WA","S","S4WA00508","","Mark B.","Wilson","Wilson, Mark B.","","GRN","","","","","30304.0","0.01075124234962044","","",""
"3623.0","Washington","WA","S","","","","","","Senate Votes:","","1304553.0","","","","2818651.0","","","",""
"3624.0","Washington","WA","","","","","","","Total State Votes:","","2469908.0","","","","5548646.0","","","",""
"3625.0","West Virginia","WV","01","H2WV01029","(I)","Alan B.","Mollohan","Mollohan, Alan B.","","D","73207.0","1.0","","","166583.0","0.6777755625989201","","",""
"3626.0","West Virginia","WV","01","","","","","","Party Votes:","D","73207.0","","","","","","","",""
"3627.0","West Virginia","WV","01","H4WV01033","","Alan Lee","Parks","Parks, Alan Lee","","R","33157.0","1.0","","","79196.0","0.3222244374010798","","",""
"3628.0","West Virginia","WV","01","","","","","","Party Votes:","R","33157.0","","","","","","","",""
"3629.0","West Virginia","WV","01","","","","","","District Votes:","","106364.0","","","","245779.0","","","",""
"3630.0","West Virginia","WV","02","H0WV02138","(I)","Shelley Moore","Capito","Capito, Shelley Moore","","R","40985.0","1.0","","","147676.0","0.5745588950491197","","",""
"3631.0","West Virginia","WV","02","","","","","","Party Votes:","R","40985.0","","","","","","","",""
"3632.0","West Virginia","WV","02","H4WV02049","","Erik","Wells","Wells, Erik","","D","35265.0","0.5362845585328021","","","106131.0","0.41292092208929093","","",""
"3633.0","West Virginia","WV","02","H4WV02031","","Christopher M., IV","Turman","Turman, Christopher M., IV","","D","18912.0","0.2875999878341799","","","","","","",""
"3634.0","West Virginia","WV","02","H4WV02023","","Howard","Swint","Swint, Howard","","D","11581.0","0.17611545363301803","","","","","","",""
"3635.0","West Virginia","WV","02","","","","","","Party Votes:","D","65758.0","","","","","","","",""
"3636.0","West Virginia","WV","02","H4WV02056","","Julian","Martin","Martin, Julian","","MTP","*","","","","3218.0","0.01252018286158934","","",""
"3637.0","West Virginia","WV","02","","","","","","District Votes:","","106743.0","","","","257025.0","","","",""
"3638.0","West Virginia","WV","03","H6WV04057","(I)","Nick Joe, II","Rahall","Rahall, Nick Joe, II","","D","78001.0","1.0","","","142682.0","0.651956573392064","","",""
"3639.0","West Virginia","WV","03","","","","","","Party Votes:","D","78001.0","","","","","","","",""
"3640.0","West Virginia","WV","03","H4WV03047","","Rick","Snuffer","Snuffer, Rick","","R","12152.0","0.5847086561131695","","","76170.0","0.34804342660793597","","",""
"3641.0","West Virginia","WV","03","H4WV03062","","Gary M. (Marty)","Gearheart","Gearheart, Gary M. (Marty)","","R","8631.0","0.4152913438868306","","","","","","",""
"3642.0","West Virginia","WV","03","","","","","","Party Votes:","R","20783.0","","","","","","","",""
"3643.0","West Virginia","WV","03","","","","","","District Votes:","","98784.0","","","","218852.0","","","",""
"3644.0","West Virginia","WV","H","","","","","","House Votes:","","311891.0","","","","721656.0","","","",""
"3645.0","West Virginia","WV","","","","","","","Total State Votes:","","311891.0","","","","721656.0","","","","23.0"
"3646.0","Wisconsin","WI","01","H8WI01024","(I)","Paul","Ryan","Ryan, Paul","","R","39935.0","0.9976517025156761","","","233372.0","0.6537470306127022","","",""
"3647.0","Wisconsin","WI","01","","","","","Scattered","","W(R)","94.0","0.0023482974843238654","","","","","","",""
