"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)","Notes (See Endnotes Tab)"
"824.0","Florida","FL","25","H6FL18022","","Michael","Calderin","Calderin, Michael","","DEM","Unopposed","","","","43168.0","0.415344500784159","","","","",""
"825.0","Florida","FL","25","","","","","","District Votes:","","","","","","103933.0","","","","","",""
"826.0","Florida","FL","H","","","","","","House Votes:","","392306.0","","","","3851942.0","","","","","",""
"827.0","Georgia","GA","01","H2GA01157","(I)","Jack ","Kingston","Kingston, Jack ","","REP","27043.0","1.0","","","94961.0","0.6850009738222161","","","","",""
"828.0","Georgia","GA","01","","","","","","Party Votes:","REP","27043.0","","","","","","","","","",""
"829.0","Georgia","GA","01","H6GA00028","","Jim ","Nelson","Nelson, Jim ","","DEM ","20722.0","1.0","","","43668.0","0.31499902617778386","","","","",""
"830.0","Georgia","GA","01","","","","","","Party Votes:","DEM ","20722.0","","","","","","","","","",""
"831.0","Georgia","GA","01","","","","","","District Votes:","","47765.0","","","","138629.0","","","","","","5.0"
"832.0","Georgia","GA","02","H2GA02031","(I)","Sanford ","Bishop","Bishop, Sanford ","","DEM","46059.0","1.0","","","88662.0","0.6787313689915716","","","","",""
"833.0","Georgia","GA","02","","","","","","Party Votes:","DEM","46059.0","","","","","","","","","",""
"834.0","Georgia","GA","02","H6GA02107","","Bradley C.","Hughes","Hughes, Bradley C.","","REP","11755.0","1.0","","","41967.0","0.32126863100842845","","","","",""
"835.0","Georgia","GA","02","","","","","","Party Votes:","REP","11755.0","","","","","","","","","",""
"836.0","Georgia","GA","02","","","","","","District Votes:","","57814.0","","","","130629.0","","","","","","5.0"
"837.0","Georgia","GA","03","H4GA08067","(I)","Lynn ","Westmoreland","Westmoreland, Lynn ","","REP","39572.0","1.0","","","130428.0","0.676497284736954","","","","",""
"838.0","Georgia","GA","03","","","","","","Party Votes:","REP","39572.0","","","","","","","","","",""
"839.0","Georgia","GA","03","H6GA03071","","Mike","McGraw","McGraw, Mike","","DEM","24197.0","1.0","","","62371.0","0.32350271526304597","","","","",""
"840.0","Georgia","GA","03","","","","","","Party Votes:","DEM","24197.0","","","","","","","","","",""
"841.0","Georgia","GA","03","","","","","","District Votes:","","63769.0","","","","192799.0","","","","","","5.0"
"842.0","Georgia","GA","04","H6GA04129","","Henry C. ""Hank,"" Jr.","Johnson","Johnson, Henry C. ""Hank,"" Jr.","","DEM","27529.0","0.444030452595245","41281.0","0.5880819419909966","106352.0","0.7532331402184229","","","","",""
"843.0","Georgia","GA","04","H2GA11016","(I)","Cynthia ","McKinney","McKinney, Cynthia ","","DEM","29216.0","0.47124100777444433","28915.0","0.4119180580090034","","","","","","",""
"844.0","Georgia","GA","04","H6GA04137","","John F., III","Coyne","Coyne, John F., III","","DEM","5253.0","0.08472853963031066","","","","","","","","",""
"845.0","Georgia","GA","04","","","","","","Party Votes:","DEM","61998.0","","70196.0","","","","","","","",""
"846.0","Georgia","GA","04","H2GA04102","","Catherine","Davis","Davis, Catherine","","REP","8832.0","1.0","","","34778.0","0.24631358273014434","","","","",""
"847.0","Georgia","GA","04","","","","","","Party Votes:","REP","8832.0","","","","","","","","","",""
"848.0","Georgia","GA","04","H6GA04145","","Loren","Collins","Collins, Loren","","W","","","","","64.0","0.00045327705143278043","","","","",""
"849.0","Georgia","GA","04","","","","","","District Votes:","","70830.0","","70196.0","","141194.0","","","","","","5.0"
"850.0","Georgia","GA","05","H6GA05217","(I)","John","Lewis","Lewis, John","","DEM","49993.0","1.0","","","122380.0","0.9996079328258242","","","","",""
"851.0","Georgia","GA","05","","","","","","Party Votes:","DEM","49993.0","","","","","","","","","",""
"852.0","Georgia","GA","05","H6GA05282","","Eleanor","Garcia","Garcia, Eleanor","","W","","","","","48.0","0.0003920671741758421","","","","",""
"853.0","Georgia","GA","05","","","","","","District Votes:","","49993.0","","","","122428.0","","","","","","5.0"
"854.0","Georgia","GA","06","H4GA06087","(I)","Tom","Price","Price, Tom","","REP","47921.0","0.8227769860755799","","","144958.0","0.723877913828576","","","","",""
"855.0","Georgia","GA","06","H6GA07122","","John ","Konop","Konop, John ","","REP","10322.0","0.1772230139244201","","","","","","","","",""
"856.0","Georgia","GA","06","","","","","","Party Votes:","REP","58243.0","","","","","","","","","",""
"857.0","Georgia","GA","06","H6GA06108","","Steve ","Sinton","Sinton, Steve ","","DEM ","15989.0","1.0","","","55294.0","0.27612208617142403","","","","",""
"858.0","Georgia","GA","06","","","","","","Party Votes:","DEM ","15989.0","","","","","","","","","",""
"859.0","Georgia","GA","06","","","","","","District Votes:","","74232.0","","","","200252.0","","","","","","5.0"
"860.0","Georgia","GA","07","H0GA04023","(I)","John","Linder","Linder, John","","REP","40940.0","1.0","","","130561.0","0.7091312990864356","","","","",""
"861.0","Georgia","GA","07","","","","","","Party Votes:","REP","40940.0","","","","","","","","","",""
"862.0","Georgia","GA","07","H6GA07130","","Allan ","Burns","Burns, Allan ","","DEM","15987.0","1.0","","","53553.0","0.2908687009135644","","","","",""
"863.0","Georgia","GA","07","","","","","","Party Votes:","DEM","15987.0","","","","","","","","","",""
"864.0","Georgia","GA","07","","","","","","District Votes:","","56927.0","","","","184114.0","","","","","","5.0"
"865.0","Georgia","GA","08 ","H0GA08032","(I)","Jim ","Marshall","Marshall, Jim ","","DEM","33133.0","1.0","","","80660.0","0.5054898225208062","","","","",""
"866.0","Georgia","GA","08 ","","","","","","Party Votes:","DEM","33133.0","","","","","","","","","",""
"867.0","Georgia","GA","08 ","H2GA03070","","Mac ","Collins","Collins, Mac ","","REP","25065.0","0.815148460112524","","","78908.0","0.49451017747919385","","","","",""
"868.0","Georgia","GA","08 ","H6GA08120","","James Neal","Harris","Harris, James Neal","","REP","5684.0","0.18485153988747602","","","","","","","","",""
"869.0","Georgia","GA","08 ","","","","","","Party Votes:","REP","30749.0","","","","","","","","","",""
"870.0","Georgia","GA","08 ","","","","","","District Votes:","","63882.0","","","","159568.0","","","","","","5.0"
"871.0","Georgia","GA","09","H2GA09036","(I)","Nathan ","Deal","Deal, Nathan ","","REP","47682.0","1.0","","","128685.0","0.7663196884341913","","","","",""
"872.0","Georgia","GA","09","","","","","","Party Votes:","REP","47682.0","","","","","","","","","",""
"873.0","Georgia","GA","09","H6GA09201","","John D.","Bradbury","Bradbury, John D.","","DEM","10354.0","0.6915575741383917","","","39240.0","0.2336743565618189","","","","",""
"874.0","Georgia","GA","09","H6GA09219","","Bob","Longwith","Longwith, Bob","","DEM","4618.0","0.30844242586160836","","","","","","","","",""
"875.0","Georgia","GA","09","","","","","","Party Votes:","DEM","14972.0","","","","","","","","","",""
"876.0","Georgia","GA","09","H6GA09227","","Brian Russell","Brown","Brown, Brian Russell","","W","","","","","1.0","5.955003989852673e-06","","","","",""
"877.0","Georgia","GA","09","","","","","","District Votes:","","62654.0","","","","167926.0","","","","","","5.0"
"878.0","Georgia","GA","10","H4GA10022","(I)","Charlie","Norwood","Norwood, Charlie","","REP","30845.0","1.0","","","117721.0","0.6736422264567704","","","","",""
"879.0","Georgia","GA","10","","","","","","Party Votes:","REP","30845.0","","","","","","","","","",""
"880.0","Georgia","GA","10","H6GA10142","","Terry ","Holley","Holley, Terry ","","DEM","23110.0","1.0","","","57032.0","0.3263577735432296","","","","",""
"881.0","Georgia","GA","10","","","","","","Party Votes:","DEM","23110.0","","","","","","","","","",""
"882.0","Georgia","GA","10","","","","","","District Votes:","","53955.0","","","","174753.0","","","","","","5.0"
"883.0","Georgia","GA","11","H2GA11149","(I)","Phil ","Gingrey","Gingrey, Phil ","","REP","30291.0","1.0","","","118524.0","0.7106266637887618","","","","",""
"884.0","Georgia","GA","11","","","","","","Party Votes:","REP","30291.0","","","","","","","","","",""
"885.0","Georgia","GA","11","H6GA11041","","Patrick Samuel","Pillion","Pillion, Patrick Samuel","","DEM ","18881.0","1.0","","","48261.0","0.28935534930570544","","","","",""
"886.0","Georgia","GA","11","","","","","","Party Votes:","DEM","18881.0","","","","","","","","","",""
"887.0","Georgia","GA","11","H6GA11058","","William","Satterwhite","Satterwhite, William","","W","","","","","3.0","1.7986905532772142e-05","","","","",""
"888.0","Georgia","GA","11","","","","","","District Votes:","","49172.0","","","","166788.0","","","","","","5.0"
"889.0","Georgia","GA","12","H4GA12010","(I)","John ","Barrow","Barrow, John ","","DEM","26257.0","1.0","","","71651.0","0.5030328985242702","","","","",""
"890.0","Georgia","GA","12","","","","","","Party Votes:","DEM","26257.0","","","","","","","","","",""
"891.0","Georgia","GA","12","H2GA12097","","Max","Burns","Burns, Max","","REP","14540.0","1.0","","","70787.0","0.4969671014757298","","","","",""
"892.0","Georgia","GA","12","","","","","","Party Votes:","REP","14540.0","","","","","","","","","",""
"893.0","Georgia","GA","12","","","","","","District Votes:","","40797.0","","","","142438.0","","","","","","5.0"
"894.0","Georgia","GA","13","H2GA13012","(I)","David ","Scott","Scott, David ","","DEM","29179.0","0.6733201033782537","","","103019.0","0.6923831734872874","","","","",""
"895.0","Georgia","GA","13","H2GA13020","","Donzella","James","James, Donzella","","DEM","14157.0","0.32667989662174635","","","","","","","","",""
"896.0","Georgia","GA","13","","","","","","Party Votes:","DEM","43336.0","","","","","","","","","",""
"897.0","Georgia","GA","13","H6GA13013","","Deborah Travis","Honeycutt","Honeycutt, Deborah Travis","","REP","13712.0","1.0","","","45770.0","0.30761682651271266","","","","",""
"898.0","Georgia","GA","13","","","","","","Party Votes:","REP","13712.0","","","","","","","","","",""
"899.0","Georgia","GA","13","","","","","","District Votes:","","57048.0","","","","148789.0","","","","","","5.0"
"900.0","Georgia","GA","H","","","","","","House Votes:","","748838.0","","70196.0","","2070307.0","","","","","","5.0"
"901.0","Guam","GU","00","H2GU00033","(I)","Madeleine Z.","Bordallo","Bordallo, Madeleine Z.","","DEM","20194.0","0.9868543224356155","","","32677.0","0.9645492650097408","","","","",""
"902.0","Guam","GU","00","","","","Scattered","Scattered","","W(DEM)","269.0","0.013145677564384499","","","","","","","","",""
"903.0","Guam","GU","00","","","","","","Party Votes:","DEM","20463.0","","","","","","","","","",""
"904.0","Guam","GU","00","","","","Scattered","Scattered","","W(REP)","246.0","1.0","","","","","","","","",""
"905.0","Guam","GU","00","","","","","","Party Votes:","REP","246.0","","","","","","","","","",""
"906.0","Guam","GU","00","","","","Scattered","Scattered","","W","","","","","1201.0","0.035450734990259164","","","","",""
"907.0","Guam","GU","00","","","","","","District Votes:","","20709.0","","","","33878.0","","","","","",""
"908.0","Guam","GU","H","","","","","","House Votes:","","20709.0","","","","33878.0","","","","","",""
"909.0","Hawaii","HI","S","S0HI00084","(I)","Daniel K. ","Akaka","Akaka, Daniel K. ","","DEM","129158.0","0.5465362790441815","","","210330.0","0.6134895957904808","","","","",""
"910.0","Hawaii","HI","S","S6HI00180","","Ed ","Case","Case, Ed ","","DEM","107163.0","0.45346372095581855","","","","","","","","",""
"911.0","Hawaii","HI","S","","","","","","Party Votes:","DEM","236321.0","","","","","","","","","",""
"912.0","Hawaii","HI","S","S6HI00255","","Cynthia","Thielen","Thielen, Cynthia","","REP","*","","","","126097.0","0.3677991611296166","","","","","6.0"
"913.0","Hawaii","HI","S","S6HI00198","","Jerry","Coffee","Coffee, Jerry","","REP","10139.0","0.41008736450412553","","","","","","","","","6.0"
"914.0","Hawaii","HI","S","S6HI00206","","Mark","Beatty","Beatty, Mark","","REP","6057.0","0.24498463031871864","","","","","","","","",""
"915.0","Hawaii","HI","S","S6HI00214","","Chas. (Akacase)","Collins","Collins, Chas. (Akacase)","","REP","3146.0","0.1272447823976703","","","","","","","","",""
"916.0","Hawaii","HI","S","S8HI00103","","Jay ","Friedheim","Friedheim, Jay ","","REP","2299.0","0.09298657175214367","","","","","","","","",""
"917.0","Hawaii","HI","S","S6HI00230","","Steve ","Tataii","Tataii, Steve ","","REP","1601.0","0.06475489403009221","","","","","","","","",""
"918.0","Hawaii","HI","S","S6HI00222","","Edward (Eddie)","Pirkowski","Pirkowski, Edward (Eddie)","","REP","1482.0","0.059941756997249636","","","","","","","","",""
"919.0","Hawaii","HI","S","","","","","","Party Votes:","REP","24724.0","","","","","","","","","",""
"920.0","Hawaii","HI","S","S8HI00152","","Lloyd Jeffrey","Mallan","Mallan, Lloyd Jeffrey","","LBT","211.0","1.0","","","6415.0","0.018711243079902695","","","","",""
"921.0","Hawaii","HI","S","","","","","","Party Votes:","LBT","211.0","","","","","","","","","",""
"922.0","Hawaii","HI","S","S6HI00248","","C. Kaui Jochanan","Amsterdam","Amsterdam, C. Kaui Jochanan","","N","168.0","1.0","","","","","","","","",""
"923.0","Hawaii","HI","S","","","","","","Party Votes:","N","168.0","","","","","","","","","",""
"924.0","Hawaii","HI","S","","","","","","Senate Votes:","","261424.0","","","","342842.0","","","","","",""
"925.0","Hawaii","HI","01","H0HI01058","(I)","Neil ","Abercrombie","Abercrombie, Neil ","","DEM","82169.0","0.7913344119573174","","","112904.0","0.6935390739216433","","","","",""
"926.0","Hawaii","HI","01","H4HI01068","","Alexandra ","Kaan","Kaan, Alexandra ","","DEM","21667.0","0.2086655880426827","","","","","","","","",""
"927.0","Hawaii","HI","01","","","","","","Party Votes:","DEM","103836.0","","","","","","","","","",""
"928.0","Hawaii","HI","01","H6HI02301","","Richard (Noah)","Hough","Hough, Richard (Noah)","","REP","5652.0","0.5748576078112286","","","49890.0","0.3064609260783567","","","","",""
"929.0","Hawaii","HI","01","H2HI01070","","Mark","Terry","Terry, Mark","","REP","4180.0","0.42514239218877137","","","","","","","","",""
"930.0","Hawaii","HI","01","","","","","","Party Votes:","REP","9832.0","","","","","","","","","",""
"931.0","Hawaii","HI","01","","","","","","District Votes:","","113668.0","","","","162794.0","","","","","",""
"932.0","Hawaii","HI","02","H6HI02251","","Mazie K.","Hirono","Hirono, Mazie K.","","DEM","24487.0","0.21837071387167253","","","106906.0","0.6103682557807594","","","","",""
"933.0","Hawaii","HI","02","H2HI02110","","Colleen ","Hanabusa","Hanabusa, Colleen ","","DEM","23643.0","0.21084407187764748","","","","","","","","",""
"934.0","Hawaii","HI","02","H0HI01058","","Matt","Matsunaga","Matsunaga, Matt","","DEM","16001.0","0.14269407410710305","","","","","","","","",""
"935.0","Hawaii","HI","02","H6HI02319","","Clayton","Hee","Hee, Clayton","","DEM","12649.0","0.11280153386543006","","","","","","","","",""
"936.0","Hawaii","HI","02","H6HI02269","","Gary L.","Hooser","Hooser, Gary L.","","DEM","10730.0","0.09568823293351764","","","","","","","","",""
"937.0","Hawaii","HI","02","H6HI02244 ","","Brian","Schatz","Schatz, Brian","","DEM","8254.0","0.07360770499843938","","","","","","","","",""
"938.0","Hawaii","HI","02","H6HI02301","","Ron","Menor","Menor, Ron","","DEM","8030.0","0.07161011281045168","","","","","","","","",""
"939.0","Hawaii","HI","02","H6HI02327","","Nestor R.","Garcia","Garcia, Nestor R.","","DEM","4479.0","0.039942925937486065","","","","","","","","",""
"940.0","Hawaii","HI","02","H6HI02335","","Hanalei Y. ","Aipoalani","Aipoalani, Hanalei Y. ","","DEM","2688.0","0.02397110625585232","","","","","","","","",""
