"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"651.0","Connecticut","CT","04","H8CT04057","(I)","Christopher","Shays","Shays, Christopher","","R","*","","","","146854.0","0.47560043526698964","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"652.0","Connecticut","CT","04","H8CT04206","","Michael Anthony","Carrano","Carrano, Michael Anthony","","LBT","","","","","2049.0","0.006635878436147887","","","","",""
"653.0","Connecticut","CT","04","H6CT04119","","Richard Z.","Duffee","Duffee, Richard Z.","","GRE","n/a","","","","1388.0","0.0044951680182397594","","","","",""
"654.0","Connecticut","CT","04","n/a","","Eugene","Flanagan","Flanagan, Eugene","","W","","","","","10.0","3.2385936730834e-05","","","","",""
"655.0","Connecticut","CT","04","n/a","","","","","District Votes:","","14100.0","","","","308776.0","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"656.0","Connecticut","CT","05","H6CT05124","(I)","Chris","Murphy","Murphy, Chris","","D","Winner","","","","161178.0","0.5325434402640613","","","179327.0","0.5925090118517001","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"657.0","Connecticut","CT","05","H6CT05124","(I)","Chris","Murphy","Murphy, Chris","","WF","","","","","18149.0","0.059965571587638815","","","179327.0","0.5925090118517001",""
"658.0","Connecticut","CT","05","H8CT05120","","David J.","Cappiello","Cappiello, David J.","","R","Winner","","","","117914.0","0.3895961434891643","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"659.0","Connecticut","CT","05","H8CT05146","","Anthony Joseph","Nania","Nania, Anthony Joseph","","R","Loser","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"660.0","Connecticut","CT","05","H8CT05153","","Thomas L.","Winn","Winn, Thomas L.","","I","","","","","3082.0","0.010183144615852268","","","","",""
"661.0","Connecticut","CT","05","H8CT05138","","Harold H., II","Burbank","Burbank, Harold H., II","","GRE","","","","","2324.0","0.00767865934044149","","","","",""
"662.0","Connecticut","CT","05","n/a","","Walter","Gengarelly","Gengarelly, Walter","","W","","","","","10.0","3.304070284183085e-05","","","","",""
"663.0","Connecticut","CT","05","n/a","","","","","District Votes:","","","","","","302657.0","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for U.S. House were held on May 10, 2008, and the Democratic conventions were held on May 12, 2008.  Convention nominees are noted with an asterisk."
"664.0","Connecticut","CT","H","n/a","","","","","Total House Votes:","","14100.0","","","","1527399.0","","","","","",""
"665.0","Delaware","DE","00","H2DE00072","(I)","Michael N.","Castle","Castle, Michael N.","","R","Unopposed","","","","235437.0","0.6107996482097874","","","","",""
"666.0","Delaware","DE","00","H6DE00180","","Karen","Hartley-Nagle","Hartley-Nagle, Karen","","D","35995.0","0.5537947905287937","","","146434.0","0.37989710914576724","","","","",""
"667.0","Delaware","DE","00","H0DE00068","","Micheal","Miller","Miller, Micheal","","D","22393.0","0.3445235933966183","","","","","","","","",""
"668.0","Delaware","DE","00","H8DE00053","","Jerry W.","Northington","Northington, Jerry W.","","D","6609.0","0.10168161607458806","","","","","","","","",""
"669.0","","DE","00","n/a","","","","","Party Votes:","D","64997.0","","","","","","","","","",""
"670.0","Delaware","DE","00","H8DE00087","","Mark Anthony","Parks","Parks, Mark Anthony","","LBT","n/a","","","","3586.0","0.009303242644445424","","","","",""
"671.0","Delaware","DE","00","n/a","","","","","District Votes:","","64997.0","","","","385457.0","","","","","",""
"672.0","Delaware","DE","H","n/a","","","","","Total House Votes:","","64997.0","","","","385457.0","","","","","",""
"673.0","Delaware","DE","S","S8DE00012","(I)","Joseph R., Jr.","Biden","Biden, Joseph R., Jr.","","D","Unopposed","","","","257539.0","0.6468651258119126","","","","",""
"674.0","Delaware","DE","S","S6DE00131","","Christine","O'Donnell","O'Donnell, Christine","","R","Unopposed","","","","140595.0","0.3531348741880874","","","","",""
"675.0","Delaware","DE","S","n/a","","","","","Total Senate Votes:","","","","","","398134.0","","","","","",""
"676.0","District of Columbi","DC","00","H0DC00058","(I)","Eleanor Holmes","Norton","Norton, Eleanor Holmes","","D","38999.0","0.982812933141806","","","228376.0","0.9228394438136186","","","","",""
"677.0","District of Columbi","DC","00","n/a","","Scattered","","Scattered","","W(D)","682.0","0.017187066858194096","","","","","","","","",""
"678.0","District of Columbi","DC","00","n/a","","","","","Party Votes:","D","39681.0","","","","","","","","","",""
"679.0","District of Columbi","DC","00","H8DC00176","","Maude Louise","Hills","Hills, Maude Louise","","DCG","173.0","0.8564356435643564","","","16693.0","0.06745436839063972","","","","",""
"680.0","District of Columbi","DC","00","n/a","","Scattered","","Scattered","","W(DCG)","29.0","0.14356435643564355","","","","","","","","",""
"681.0","District of Columbi","DC","00","n/a","","","","","Party Votes:","DCG","202.0","","","","","","","","","",""
"682.0","District of Columbi","DC","00","n/a","","Scattered","","Scattered","","W(R)","630.0","1.0","","","","","","","","",""
"683.0","District of Columbi","DC","00","n/a","","","","","Party Votes:","R","630.0","","","","","","","","","",""
"684.0","District of Columbi","DC","00","n/a","","Scattered","","Scattered","","W","","","","","2402.0","0.009706187795741724","","","","",""
"685.0","District of Columbi","DC","00","n/a","","","","","District Votes:","","40513.0","","","","247471.0","","","","","",""
"686.0","District of Columbi","DC","H","n/a","","","","","Total House Votes:","","40513.0","","","","247471.0","","","","","",""
"687.0","Florida","FL","01","H2FL01100","(I)","Jeff","Miller","Miller, Jeff","","R","Unopposed","","","","232559.0","0.7018403167590145","","","","",""
"688.0","Florida","FL","01","H8FL01099","","James Jim","Bryan","Bryan, James Jim","","D","Unopposed","","","","98797.0","0.2981596832409855","","","","",""
"689.0","Florida","FL","01","n/a","","","","","District Votes:","","","","","","331356.0","","","","","",""
"690.0","Florida","FL","02","H6FL00046","(I)","Allen","Boyd","Boyd, Allen","","D","Unopposed","","","","216804.0","0.6187911532764215","","","","",""
"691.0","Florida","FL","02","H8FL02089","","Mark","Mulligan","Mulligan, Mark","","R","28734.0","0.6802717867373754","","","133404.0","0.38075503686134826","","","","",""
"692.0","Florida","FL","02","H8FL02071","","Eddie","Hendry","Hendry, Eddie","","R","13505.0","0.31972821326262457","","","","","","","","",""
"693.0","Florida","FL","02","n/a","","","","","Party Votes:","R","42239.0","","","","","","","","","",""
"694.0","Florida","FL","02","H8FL02063","","Robert","Ortiz","Ortiz, Robert","","W","n/a","","","","159.0","0.00045380986223017577","","","","",""
"695.0","Florida","FL","02","n/a","","","","","District Votes:","","42239.0","","","","350367.0","","","","","",""
"696.0","Florida","FL","03","H2FL03056","(I)","Corrine","Brown","Brown, Corrine","","D","Unopposed","","","","Unopposed","n/a","","","","",""
"697.0","Florida","FL","03","n/a","","","","","District Votes:","","","","","","","","","","","",""
"698.0","Florida","FL","04","H0FL04066","(I)","Ander","Crenshaw","Crenshaw, Ander","","R","Unopposed","","","","224112.0","0.652546863808154","","","","",""
"699.0","Florida","FL","04","H8FL04069","","Jay","McGovern","McGovern, Jay","","D","Unopposed","","","","119330.0","0.3474531361918461","","","","",""
"700.0","Florida","FL","04","n/a","","","","","District Votes:","","","","","","343442.0","","","","","",""
"701.0","Florida","FL","05","H2FL05127","(I)","Virginia ""Ginny""","Brown-Waite","Brown-Waite, Virginia ""Ginny""","","R","49134.0","0.8006713815467849","","","265186.0","0.6115461958527046","","","","",""
"702.0","Florida","FL","05","H8FL05108","","Jim","King","King, Jim","","R","12232.0","0.19932861845321515","","","","","","","","",""
"703.0","Florida","FL","05","n/a","","","","","Party Votes:","R","61366.0","","","","","","","","","",""
"704.0","Florida","FL","05","H4FL05032","","John","Russell","Russell, John","","D","16900.0","0.5077209637685514","","","168446.0","0.3884538041472954","","","","",""
"705.0","Florida","FL","05","H8FL05116","","Carol","Castagnero","Castagnero, Carol","","D","12854.0","0.38616835906987923","","","","","","","","",""
"706.0","Florida","FL","05","H2FL05150","","H. David ""the flag-pole sitter""","Werder","Werder, H. David ""the flag-pole sitter""","","D","3532.0","0.10611067716156942","","","","","","","","",""
"707.0","Florida","FL","05","n/a","","","","","Party Votes:","D","33286.0","","","","","","","","","",""
"708.0","Florida","FL","05","n/a","","","","","District Votes:","","94652.0","","","","433632.0","","","","","",""
"709.0","Florida","FL","06","H8FL06056","(I)","Clifford B. (Cliff)","Stearns","Stearns, Clifford B. (Cliff)","","R","Unopposed","","","","228302.0","0.6088751510173167","","","","",""
"710.0","Florida","FL","06","H8FL06080","","Tim","Cunha","Cunha, Tim","","D","Unopposed","","","","146655.0","0.39112484898268335","","","","",""
"711.0","Florida","FL","06","n/a","","","","","District Votes:","","","","","","374957.0","","","","","",""
"712.0","Florida","FL","07","H2FL08055","(I)","John L.","Mica","Mica, John L.","","R","Unopposed","","","","238721.0","0.6200336092547525","","","","",""
"713.0","Florida","FL","07","H8FL07047","","Faye","Armitage","Armitage, Faye","","D","18018.0","0.6394577137381552","","","146292.0","0.3799663907452476","","","","",""
"714.0","Florida","FL","07","H8FL07039","","Clyde","Malloy","Malloy, Clyde","","D","10159.0","0.36054228626184476","","","","","","","","",""
"715.0","Florida","FL","07","n/a","","","","","Party Votes:","D","28177.0","","","","","","","","","",""
"716.0","Florida","FL","07","n/a","","","","","District Votes:","","28177.0","","","","385013.0","","","","","",""
"717.0","Florida","FL","08","H6FL08213","","Alan","Grayson","Grayson, Alan","","D","16104.0","0.4846806717630771","","","172854.0","0.5201056736393617","","","","",""
